id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66
vfsch,685,1464,989,102.0,1004.0,7362.0,2621.0,166.0,760.0,1593.0,8615.0,103.0,4004.0,102.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggdcm,10477,697,102,881.0,103.0,836.0,102.0,20278.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gksoz,1076,658,621,1072.0,4004.0,20278.0,995.0,694.0,1072.0,4004.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zyx7s,7943,105,15342,995.0,735.0,836.0,105.0,21355.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
asmsj,1076,658,8690,1749.0,621.0,4425.0,112.0,849.0,694.0,4347.0,4347.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j90p6,1076,658,2971,106.0,4822.0,1126.0,102.0,20022.0,995.0,735.0,160.0,13581.0,4082.0,2613.0,976.0,102.0,15881.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q4wkd,1076,658,643,1725.0,3675.0,1001.0,760.0,1165.0,108.0,4347.0,1101.0,760.0,1165.0,4275.0,102.0,4037.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kd2ev,1076,658,8690,1749.0,621.0,867.0,929.0,17980.0,1104.0,694.0,929.0,1127.0,21355.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vrxcy,760,1593,8615,105.0,1243.0,105.0,929.0,694.0,760.0,1165.0,105.0,992.0,105.0,3387.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gdqps,867,105,1126,105.0,20278.0,975.0,103.0,4347.0,105.0,107.0,105.0,21040.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oblow,10477,697,105,868.0,103.0,10686.0,10909.0,704.0,105.0,21606.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
djrsm,760,1593,8615,105.0,989.0,105.0,4966.0,694.0,760.0,1593.0,8615.0,105.0,4491.0,105.0,4425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbipw,929,105,929,105.0,886.0,103.0,109.0,105.0,4129.0,105.0,8351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edqmh,685,1464,102,10795.0,103.0,836.0,102.0,17980.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ty2ut,7943,979,21606,1080.0,103.0,685.0,2207.0,8615.0,1195.0,102.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ftw1u,621,714,3427,4004.0,109.0,606.0,714.0,2640.0,4004.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r4wqd,1076,658,3316,10477.0,697.0,105.0,976.0,105.0,2953.0,822.0,10477.0,697.0,105.0,1265.0,105.0,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ihks1,1076,658,643,1725.0,3675.0,1001.0,164.0,17762.0,2613.0,4425.0,1244.0,1101.0,12516.0,5451.0,907.0,102.0,2224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
os24b,7943,929,102,21606.0,1071.0,606.0,10477.0,697.0,110.0,102.0,21355.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wv08i,685,1464,989,21040.0,1104.0,103.0,10477.0,697.0,4425.0,102.0,20278.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wy4rn,1076,658,643,1725.0,3675.0,1001.0,836.0,1243.0,4311.0,1101.0,12516.0,5451.0,1244.0,102.0,4599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alkvk,760,1165,105,1243.0,105.0,2088.0,694.0,760.0,1593.0,8615.0,105.0,108.0,105.0,2664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u9yqy,10477,697,105,15881.0,1104.0,735.0,760.0,1593.0,8615.0,105.0,21040.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ypvr8,836,102,21040,1104.0,103.0,10686.0,10909.0,704.0,102.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhlzw,7943,105,110,105.0,2578.0,694.0,685.0,2207.0,8615.0,105.0,4037.0,105.0,2913.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eipxu,929,1159,17980,1027.0,694.0,4347.0,110.0,15881.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r7fk6,4347,105,108,105.0,15342.0,977.0,103.0,929.0,105.0,867.0,105.0,17980.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qy5k8,685,1464,867,8351.0,103.0,836.0,1159.0,102.0,15881.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rp0oz,685,1464,21606,975.0,103.0,685.0,2207.0,8615.0,15342.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l6b7p,929,111,17980,1071.0,606.0,109.0,976.0,21040.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ntbb7,111,1243,871,103.0,867.0,1012.0,21040.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q7vwc,760,1165,906,102.0,15881.0,1045.0,7362.0,2621.0,166.0,10477.0,697.0,103.0,4275.0,102.0,21606.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myv7x,760,1165,110,102.0,21355.0,1068.0,24438.0,20645.0,161.0,824.0,760.0,1165.0,929.0,102.0,20278.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u597x,7943,102,15881,1104.0,103.0,836.0,102.0,20278.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s63f1,1076,658,621,775.0,1042.0,20022.0,1068.0,694.0,775.0,992.0,20278.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hszvd,4491,1126,21355,1045.0,694.0,111.0,976.0,21355.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pwm21,760,1593,8615,15881.0,1027.0,103.0,10477.0,697.0,15342.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t665f,836,105,1357,103.0,12516.0,1143.0,105.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mual4,760,1593,8615,989.0,102.0,15342.0,1071.0,24438.0,697.0,975.0,760.0,1593.0,8615.0,976.0,102.0,21040.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syi3s,4486,102,1195,112.0,103.0,4581.0,102.0,989.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d19r0,760,1593,8615,21355.0,975.0,103.0,836.0,21606.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ksfy7,10477,697,4037,887.0,103.0,10477.0,697.0,976.0,102.0,20278.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s4h53,164,17762,2613,105.0,21606.0,977.0,103.0,836.0,105.0,21606.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xha6i,109,105,107,105.0,20022.0,1104.0,735.0,929.0,105.0,4347.0,105.0,21040.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qad9u,760,1593,8615,102.0,15881.0,1071.0,103.0,7943.0,102.0,15881.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roviz,685,1464,105,1016.0,735.0,685.0,1464.0,105.0,20278.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibkl8,603,659,14548,610.0,883.0,611.0,1243.0,701.0,605.0,8520.0,1777.0,104.0,13599.0,674.0,613.0,867.0,4275.0,4615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sxajl,10477,697,105,21040.0,1071.0,735.0,10477.0,697.0,105.0,21355.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j2c6n,621,714,1455,113.0,4275.0,606.0,714.0,4581.0,110.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bm8fk,15342,1068,103,17980.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gtkvk,836,105,871,735.0,760.0,1593.0,8615.0,105.0,1130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ph35v,1076,658,2971,10477.0,697.0,907.0,102.0,21040.0,1080.0,735.0,10686.0,10909.0,704.0,1353.0,102.0,21040.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z0pzn,1076,658,643,1725.0,3675.0,1001.0,12516.0,1143.0,929.0,929.0,1101.0,10686.0,10909.0,704.0,1127.0,102.0,4599.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmyy9,1076,658,8690,1749.0,621.0,107.0,1455.0,15342.0,1059.0,694.0,929.0,1126.0,15342.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wcqmi,12516,5451,105,20022.0,975.0,735.0,12516.0,5451.0,4521.0,2669.0,105.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
umo2g,760,1593,8615,110.0,102.0,21606.0,1068.0,24438.0,20645.0,161.0,824.0,10477.0,697.0,906.0,102.0,17980.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o3x9a,1076,658,621,4037.0,976.0,21355.0,1068.0,694.0,4507.0,1127.0,20278.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u5peb,1076,658,2971,164.0,889.0,4347.0,102.0,15881.0,1104.0,735.0,164.0,889.0,4491.0,102.0,15881.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kdbun,867,105,1244,105.0,21606.0,975.0,103.0,109.0,105.0,775.0,105.0,20022.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr1zy,4347,4507,8351,103.0,929.0,929.0,17980.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tr6wp,621,155,1143,11217.0,1072.0,102.0,15881.0,1059.0,606.0,160.0,13581.0,1012.0,102.0,15342.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q2f7c,1338,621,164,889.0,102.0,17980.0,1068.0,103.0,110.0,606.0,12516.0,5451.0,102.0,15881.0,975.0,103.0,109.0,12298.0,616.0,1356.0,709.0,1984.0,611.0,111.0,785.0,164.0,889.0,102.0,17980.0,1068.0,103.0,110.0,606.0,12516.0,5451.0,102.0,15881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsi1s,685,2207,8615,102.0,15342.0,1059.0,103.0,164.0,889.0,102.0,15881.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1k21,929,105,905,105.0,1004.0,735.0,867.0,105.0,976.0,105.0,20278.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z3x2p,1076,658,643,1725.0,3675.0,1001.0,12516.0,5451.0,4521.0,2669.0,4187.0,4073.0,1101.0,760.0,1165.0,111.0,102.0,1243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bwz1q,836,1243,102,886.0,24438.0,697.0,1068.0,5289.0,685.0,2207.0,8615.0,1243.0,102.0,21606.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bzbe0,7955,621,867,112.0,5032.0,605.0,4542.0,735.0,114.0,1195.0,1351.0,102.0,642.0,1433.0,709.0,638.0,657.0,822.0,1736.0,927.0,606.0,114.0,1072.0,4103.0,691.0,13308.0,3967.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxzs,7943,867,102,20022.0,1068.0,24438.0,20645.0,161.0,824.0,7943.0,4347.0,102.0,21040.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aufls,685,2207,8615,1243.0,102.0,20278.0,1068.0,24438.0,697.0,975.0,760.0,1165.0,4037.0,102.0,17980.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i3j68,12516,1143,105,20022.0,1104.0,103.0,760.0,1165.0,105.0,20022.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ouq22,109,1353,21606,977.0,103.0,4347.0,4507.0,20278.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kwux3,1076,658,643,1725.0,3675.0,1001.0,12516.0,5451.0,929.0,4599.0,1101.0,7943.0,4129.0,102.0,3493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fnqtu,909,13308,12368,102.0,603.0,1009.0,3752.0,22631.0,1736.0,709.0,629.0,927.0,606.0,4425.0,1244.0,2088.0,104.0,13853.0,102.0,642.0,1433.0,709.0,1076.0,621.0,775.0,115.0,3382.0,694.0,112.0,110.0,2578.0,104.0,609.0,2026.0,1338.0,613.0,112.0,110.0,2578.0,102.0,3687.0,603.0,6946.0,695.0,709.0,731.0,13460.0,6641.0,1013.0,611.0,115.0,169.0,4822.0,21367.0,697.0,102.0,3382.0,605.0,603.0,603.0,1433.0,2646.0,613.0,4425.0,1244.0,2088.0
hhrz7,10477,697,21606,1071.0,103.0,685.0,1464.0,20278.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paepm,1076,658,8690,1749.0,621.0,4187.0,1244.0,21040.0,1045.0,694.0,4425.0,929.0,21355.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y3tqd,1338,621,10686,10909.0,704.0,102.0,871.0,103.0,1455.0,606.0,164.0,889.0,102.0,21355.0,1027.0,103.0,1455.0,12298.0,616.0,1356.0,709.0,1984.0,611.0,111.0,785.0,10686.0,10909.0,704.0,102.0,871.0,103.0,1455.0,606.0,164.0,889.0,102.0,21355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ub4u5,685,1464,1042,102.0,21606.0,1027.0,7362.0,2621.0,166.0,836.0,103.0,989.0,102.0,1081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oqhv7,10477,697,775,102.0,946.0,24438.0,697.0,975.0,836.0,1455.0,102.0,15881.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dewkv,4706,103,4004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gsmlu,609,5026,1736,611.0,603.0,1433.0,610.0,114.0,111.0,2883.0,102.0,8079.0,5127.0,1052.0,604.0,750.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ltjlb,929,105,109,105.0,20022.0,1045.0,103.0,929.0,105.0,775.0,105.0,21355.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gn038,685,2207,8615,4004.0,102.0,15881.0,1071.0,7362.0,2621.0,166.0,10477.0,697.0,103.0,1042.0,102.0,21355.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rvddv,760,1593,8615,102.0,20022.0,995.0,103.0,7943.0,102.0,884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jgjnn,4486,103,1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vwkwc,760,1165,4491,102.0,20022.0,977.0,24438.0,697.0,975.0,7943.0,1265.0,102.0,15342.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g29eu,622,97,173,1471.0,110.0,169.0,4822.0,3065.0,117.0,603.0,1465.0,608.0,908.0,4385.0,1308.0,3246.0,701.0,1903.0,102.0,605.0,709.0,2646.0,16513.0,1071.0,1052.0,724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4u6u,10686,10909,704,105.0,21355.0,1071.0,103.0,7943.0,105.0,21040.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sbc0o,760,1593,8615,105.0,907.0,105.0,929.0,694.0,836.0,105.0,979.0,105.0,989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f57gt,4425,102,1353,4004.0,103.0,4275.0,102.0,107.0,4004.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tzo5h,10686,10909,704,105.0,15342.0,975.0,103.0,685.0,2207.0,8615.0,105.0,21355.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pkig2,609,1433,1338,621.0,976.0,4037.0,113.0,605.0,1009.0,1371.0,613.0,4150.0,112.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q3xhl,7943,102,15881,1071.0,103.0,10477.0,697.0,102.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
le6sa,21606,977,103,4073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y71xt,4347,105,979,105.0,881.0,735.0,109.0,105.0,1455.0,105.0,21606.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uc6d5,23070,681,606,1338.0,607.0,603.0,1743.0,604.0,115.0,102.0,3387.0,102.0,603.0,7179.0,709.0,6532.0,606.0,603.0,822.0,604.0,4275.0,102.0,4073.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecl9b,688,1433,709,1338.0,621.0,107.0,1042.0,4840.0,606.0,110.0,1072.0,4073.0,102.0,607.0,1192.0,603.0,1433.0,760.0,9044.0,618.0,751.0,3379.0,102.0,603.0,1433.0,3752.0,7508.0,4498.0,1736.0,709.0,6532.0,606.0,867.0,4004.0,1195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
op5a3,3542,709,1338,621.0,4187.0,867.0,1265.0,606.0,109.0,1127.0,3876.0,102.0,607.0,1192.0,603.0,1433.0,760.0,9044.0,618.0,751.0,2475.0,102.0,603.0,3752.0,7508.0,4498.0,1736.0,604.0,603.0,1433.0,709.0,6532.0,618.0,15683.0,1104.0,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xkf8t,760,1165,1243,102.0,17980.0,1059.0,606.0,685.0,1464.0,4507.0,102.0,17980.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsn60,760,1593,8615,102.0,15342.0,1104.0,103.0,685.0,1464.0,102.0,21606.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nz5mw,4347,979,20278,1068.0,694.0,867.0,4507.0,20022.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
td8nb,10477,697,105,4347.0,105.0,15881.0,1027.0,103.0,760.0,1165.0,105.0,976.0,105.0,21355.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hjocm,685,1464,102,21355.0,975.0,103.0,10477.0,697.0,102.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nrj1n,1357,102,4275,775.0,103.0,21040.0,1068.0,102.0,867.0,4129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o6e2s,929,1012,15342,1027.0,103.0,4347.0,992.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2l3v,760,1165,1012,102.0,21355.0,977.0,24438.0,20645.0,161.0,824.0,10477.0,697.0,4507.0,102.0,21606.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ejpga,609,1465,810,109.0,1308.0,605.0,775.0,701.0,1903.0,102.0,605.0,709.0,8561.0,646.0,607.0,3229.0,1052.0,104.0,609.0,1736.0,1552.0,610.0,867.0,10686.0,903.0,979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ootzt,4347,105,112,105.0,15881.0,1104.0,735.0,109.0,105.0,1126.0,105.0,21606.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ek49k,4347,112,105,989.0,606.0,867.0,105.0,1042.0,2640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yx0b5,621,164,4154,989.0,102.0,20278.0,977.0,606.0,169.0,4822.0,992.0,102.0,1117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n2yfe,760,1593,8615,907.0,868.0,103.0,10477.0,697.0,4507.0,102.0,21040.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
supco,929,4425,21606,977.0,606.0,867.0,1012.0,20022.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keium,111,4004,21355,1059.0,103.0,929.0,907.0,21606.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hczan,685,2207,8615,105.0,15881.0,1071.0,735.0,10686.0,10909.0,704.0,105.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mch32,1076,658,2971,760.0,1165.0,1072.0,102.0,15881.0,1059.0,735.0,685.0,2207.0,8615.0,929.0,102.0,20278.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
svnmp,760,1593,8615,867.0,102.0,17980.0,1059.0,24438.0,697.0,1068.0,5289.0,760.0,1165.0,867.0,102.0,21606.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ktdo2,760,1165,105,1004.0,735.0,685.0,2207.0,8615.0,105.0,15881.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hqdpu,760,1165,109,102.0,21355.0,995.0,24438.0,697.0,1068.0,5289.0,760.0,1165.0,1195.0,102.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dx1fe,685,2207,8615,110.0,8351.0,103.0,7943.0,4275.0,102.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
otk89,609,1433,1338,621.0,3231.0,4507.0,1243.0,605.0,1009.0,1371.0,613.0,3835.0,113.0,1072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rtqsu,1076,658,8690,1749.0,621.0,115.0,992.0,15342.0,975.0,694.0,4347.0,4347.0,21355.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
